CATEGORY_NAME,SUB_CATEGORY_NAME,ATTRIBUTE_NAME,SUB_ATTRIBUTE_NAME,LOWEST_TAXONOMY,HEALTH_INTEREST,REC_COUNT,SHARE_WITHIN_LOWEST_TAXONOMY,SHARE_WITHIN_HEALTH_INTEREST
Nutritional supplements,Probiotics,Akkermansia,Akkermansia blends,Akkermansia blends,Abnormal weight gain,6,0.075,0.007125890736
Vitamins & minerals,Minerals,Chromium,Chromium picolinate,Chromium picolinate,Abnormal weight gain,6,0.046875,0.007125890736
Conditions & formulations,"Antiox, detox, & cellular health",Liver/hepatic support,,Liver/hepatic support,Abnormal weight gain,6,0.01138519924,0.007125890736
Herbal/Botanicals,Herbs,Maca (Lepidium),,Maca (Lepidium),Abnormal weight gain,6,0.03550295858,0.007125890736
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol,Myo-inositol,Abnormal weight gain,6,0.01132075472,0.007125890736
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol + d-chiro,Myo-inositol + d-chiro,Abnormal weight gain,6,0.007884362681,0.007125890736
Herbal/Botanicals,Phytonutrients,Flavonoids,Other flavonoids,Other flavonoids,Abnormal weight gain,6,0.03797468354,0.007125890736
Nutritional supplements,Amino acids,Peptides,Other peptides,Other peptides,Abnormal weight gain,6,0.01617250674,0.007125890736
Nutritional supplements,Prebiotics & fibers,Psyllium husk,,Psyllium husk,Abnormal weight gain,6,0.02127659574,0.007125890736
Conditions & formulations,Endocrine & hormonal health,Hormone balance support,,Hormone balance support,Abnormal weight gain,5,0.02415458937,0.00593824228
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Abnormal weight gain,5,0.001265822785,0.00593824228
Nutritional supplements,Amino acids,Amino compounds,Other amino acids,Other amino acids,Abnormal weight gain,5,0.0146627566,0.00593824228
Nutritional supplements,Collagen & protein,Collagen,Other collagens,Other collagens,Abnormal weight gain,5,0.03048780488,0.00593824228
Vitamins & minerals,Multivitamins & minerals,Women's multivitamins,,Women's multivitamins,Abnormal weight gain,5,0.02702702703,0.00593824228
Nutritional supplements,Collagen & protein,Collagen,Bovine collagen,Bovine collagen,Abnormal weight gain,4,0.0131147541,0.004750593824
Herbal/Botanicals,Phytonutrients,Flavonoids,Citrus bioflavonoids,Citrus bioflavonoids,Abnormal weight gain,4,0.009523809524,0.004750593824
Conditions & formulations,Neurocognitive health & sleep,Cognitive support,,Cognitive support,Abnormal weight gain,4,0.01183431953,0.004750593824
Nutritional supplements,Hormones & glandulars,DHEA,,DHEA,Abnormal weight gain,4,0.004115226337,0.004750593824
Nutritional supplements,Amino acids,Amino compounds,N-acetyl-cysteine (NAC),N-acetyl-cysteine (NAC),Abnormal weight gain,4,0.004188481675,0.004750593824
Conditions & formulations,Endocrine & hormonal health,Adrenal support,,Adrenal support,Abnormal weight gain,3,0.002063273728,0.003562945368
Nutritional supplements,Other metabolites & bioactive compounds,Alpha lipoic acid (ALA),,Alpha lipoic acid (ALA),Abnormal weight gain,3,0.007407407407,0.003562945368
Homeopathy,Homeopathic remedies,GI support (Homeopathic),,GI support (Homeopathic),Abnormal weight gain,3,0.0447761194,0.003562945368
Herbal/Botanicals,Phytonutrients,Flavonoids,Green tea catechins,Green tea catechins,Abnormal weight gain,3,0.05357142857,0.003562945368
Nutritional supplements,Prebiotics & fibers,Guar gum,,Guar gum,Abnormal weight gain,3,0.008379888268,0.003562945368
Nutritional supplements,Other metabolites & bioactive compounds,Medical Foods,,Medical Foods,Abnormal weight gain,3,0.01339285714,0.003562945368
Conditions & formulations,Gastrointestinal health,Microbial support,,Microbial support,Abnormal weight gain,3,0.002178649237,0.003562945368
Vitamins & minerals,Minerals,Magnesium,Other magnesium,Other magnesium,Abnormal weight gain,3,0.002155172414,0.003562945368
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Other vitamin B12,Other vitamin B12,Abnormal weight gain,3,0.008771929825,0.003562945368
Conditions & formulations,Endocrine & hormonal health,Pancreatic support,,Pancreatic support,Abnormal weight gain,3,0.03260869565,0.003562945368
Nutritional supplements,Probiotics,Saccharomyces,,Saccharomyces,Abnormal weight gain,3,0.007299270073,0.003562945368
Herbal/Botanicals,Herbs,Saffron,,Saffron,Abnormal weight gain,3,0.01807228916,0.003562945368
Herbal/Botanicals,Phytonutrients,Flavonoids,Anthocyanins,Anthocyanins,Abnormal weight gain,2,0.009803921569,0.002375296912
Nutritional supplements,Probiotics,Bacillus (Spore-based),Bacillus (single-strain),Bacillus (single-strain),Abnormal weight gain,2,0.04081632653,0.002375296912
Nutritional supplements,Enzymes,Digestive enzymes,Bile,Bile,Abnormal weight gain,2,0.01162790698,0.002375296912
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,Butyrate,Butyrate,Abnormal weight gain,2,0.01307189542,0.002375296912
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,CLA,CLA,Abnormal weight gain,2,0.3333333333,0.002375296912
Conditions & formulations,Neurocognitive health & sleep,Calming support,,Calming support,Abnormal weight gain,2,0.002954209749,0.002375296912
Conditions & formulations,Cardiometabolic health,Cardiovascular support,,Cardiovascular support,Abnormal weight gain,2,0.009009009009,0.002375296912
Nutritional supplements,Other metabolites & bioactive compounds,CoQ10,,CoQ10,Abnormal weight gain,2,0.002666666667,0.002375296912
Herbal/Botanicals,Herbs,Gymnema,,Gymnema,Abnormal weight gain,2,0.06451612903,0.002375296912
Homeopathy,Homeopathic remedies,Hormone support (Homeopathic),,Hormone support (Homeopathic),Abnormal weight gain,2,0.2,0.002375296912
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Methylcobalamin,Methylcobalamin,Abnormal weight gain,2,0.003745318352,0.002375296912
Vitamins & minerals,Multivitamins & minerals,Multiminerals,,Multiminerals,Abnormal weight gain,2,0.007874015748,0.002375296912
Conditions & formulations,Neurocognitive health & sleep,Nervous system support,,Nervous system support,Abnormal weight gain,2,0.02040816327,0.002375296912
Nutritional supplements,Collagen & protein,Whey & animal protein,Other animal proteins,Other animal proteins,Abnormal weight gain,2,0.06060606061,0.002375296912
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Other greens & superfoods,Other greens & superfoods,Abnormal weight gain,2,0.01176470588,0.002375296912
Herbal/Botanicals,Phytonutrients,Resveratrol,,Resveratrol,Abnormal weight gain,2,0.01526717557,0.002375296912
Nutritional supplements,Hormones & glandulars,Glandulars,Thyroid glandulars,Thyroid glandulars,Abnormal weight gain,2,0.01941747573,0.002375296912
Homeopathy,Homeopathic remedies,Weight management (Homeopathic),,Weight management (Homeopathic),Abnormal weight gain,2,0.5,0.002375296912
Nutritional supplements,Collagen & protein,Whey & animal protein,Whey concentrate,Whey concentrate,Abnormal weight gain,2,0.1111111111,0.002375296912
Nutritional supplements,Probiotics,Women's probiotics,,Women's probiotics,Abnormal weight gain,2,0.004301075269,0.002375296912
Vitamins & minerals,Minerals,Zinc,Zinc bisglycinate,Zinc bisglycinate,Abnormal weight gain,2,0.007604562738,0.002375296912
Nutritional supplements,Amino acids,Base amino acids,5-HTP,5-HTP,Abnormal weight gain,1,0.005813953488,0.001187648456
Homeopathy,Homeopathic remedies,Adrenal support (Homeopathic),,Adrenal support (Homeopathic),Abnormal weight gain,1,0.03225806452,0.001187648456
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Aloe,Aloe,Abnormal weight gain,1,0.005586592179,0.001187648456
Conditions & formulations,"Antiox, detox, & cellular health",Antioxidant support,,Antioxidant support,Abnormal weight gain,1,0.01492537313,0.001187648456
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Apple cider vinegar,Apple cider vinegar,Abnormal weight gain,1,0.02564102564,0.001187648456
Nutritional supplements,Amino acids,Amino compounds,Betaine HCl,Betaine HCl,Abnormal weight gain,1,0.00462962963,0.001187648456
Vitamins & minerals,Vitamins,Vitamin C,Buffered C (Ascorbates),Buffered C (Ascorbates),Abnormal weight gain,1,0.00243902439,0.001187648456
Vitamins & minerals,Minerals,Calcium,Calcium citrate,Calcium citrate,Abnormal weight gain,1,0.008,0.001187648456
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,Caprylate,Caprylate,Abnormal weight gain,1,0.01785714286,0.001187648456
Conditions & formulations,Children's health,Children's growth support,,Children's growth support,Abnormal weight gain,1,0.0303030303,0.001187648456
Nutritional supplements,Omegas & other fatty acids,Children's omegas,,Children's omegas,Abnormal weight gain,1,0.01020408163,0.001187648456
Nutritional supplements,Probiotics,Children's probiotics,,Children's probiotics,Abnormal weight gain,1,0.008928571429,0.001187648456
Vitamins & minerals,Minerals,Chromium,Chromium polynicotinate,Chromium polynicotinate,Abnormal weight gain,1,0.03225806452,0.001187648456
Herbal/Botanicals,Herbs,Cinnamon,,Cinnamon,Abnormal weight gain,1,0.02083333333,0.001187648456
Nutritional supplements,Omegas & other fatty acids,Fish oil,Cod liver oil,Cod liver oil,Abnormal weight gain,1,0.006622516556,0.001187648456
Herbal/Botanicals,Herbs,Cohosh,,Cohosh,Abnormal weight gain,1,0.0125,0.001187648456
Nutritional supplements,Amino acids,Peptides,Colostrum & immunoglobulins,Colostrum & immunoglobulins,Abnormal weight gain,1,0.002141327623,0.001187648456
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Curcumin C3,Curcumin C3,Abnormal weight gain,1,0.005617977528,0.001187648456
Nutritional supplements,Omegas & other fatty acids,Fish oil,DHA-dominant,DHA-dominant,Abnormal weight gain,1,0.004032258065,0.001187648456
Homeopathy,Homeopathic remedies,Detox support (Homeopathic),,Detox support (Homeopathic),Abnormal weight gain,1,0.03846153846,0.001187648456
Conditions & formulations,Gastrointestinal health,Digestive support,,Digestive support,Abnormal weight gain,1,0.003184713376,0.001187648456
Conditions & formulations,"Antiox, detox, & cellular health",Energy support,,Energy support,Abnormal weight gain,1,0.02857142857,0.001187648456
Conditions & formulations,Endocrine & hormonal health,Estrogen support,,Estrogen support,Abnormal weight gain,1,0.01639344262,0.001187648456
Conditions & formulations,Musculoskeletal health & sport/exercise,Exercise & recovery support,,Exercise & recovery support,Abnormal weight gain,1,0.01754385965,0.001187648456
Conditions & formulations,Gastrointestinal health,Gallbladder support,,Gallbladder support,Abnormal weight gain,1,0.004149377593,0.001187648456
Nutritional supplements,Amino acids,Peptides,Glutathione,Glutathione,Abnormal weight gain,1,0.003076923077,0.001187648456
Nutritional supplements,Amino acids,Base amino acids,Glycine,Glycine,Abnormal weight gain,1,0.005813953488,0.001187648456
Personal care & healthy living,Food & beverage,Honey & sweeteners,,Honey & sweeteners,Abnormal weight gain,1,0.06666666667,0.001187648456
Conditions & formulations,Immune & inflammatory health,Immune support,,Immune support,Abnormal weight gain,1,0.002475247525,0.001187648456
Vitamins & minerals,Minerals,Iron,Iron bisglycinate,Iron bisglycinate,Abnormal weight gain,1,0.0003913894325,0.001187648456
Conditions & formulations,Musculoskeletal health & sport/exercise,Joint support,,Joint support,Abnormal weight gain,1,0.002958579882,0.001187648456
Vitamins & minerals,Minerals,Iodine,Kelp/Seaweed iodides,Kelp/Seaweed iodides,Abnormal weight gain,1,0.03571428571,0.001187648456
Nutritional supplements,Omegas & other fatty acids,Fish oil,Krill oil,Krill oil,Abnormal weight gain,1,0.0243902439,0.001187648456
Vitamins & minerals,Vitamins,Vitamin B9 (Folate),L-5-MTHF (L-methylfolate),L-5-MTHF (L-methylfolate),Abnormal weight gain,1,0.004347826087,0.001187648456
Nutritional supplements,Amino acids,Base amino acids,L-glutamine,L-glutamine,Abnormal weight gain,1,0.002673796791,0.001187648456
Nutritional supplements,Amino acids,Base amino acids,L-theanine,L-theanine,Abnormal weight gain,1,0.0008156606852,0.001187648456
Vitamins & minerals,Minerals,Magnesium,Magnesium citrate,Magnesium citrate,Abnormal weight gain,1,0.001098901099,0.001187648456
Vitamins & minerals,Minerals,Magnesium,Magnesium malate,Magnesium malate,Abnormal weight gain,1,0.008403361345,0.001187648456
Nutritional supplements,Hormones & glandulars,Melatonin,,Melatonin,Abnormal weight gain,1,0.001779359431,0.001187648456
Vitamins & minerals,Multivitamins & minerals,Men's multivitamins,,Men's multivitamins,Abnormal weight gain,1,0.01234567901,0.001187648456
Conditions & formulations,Women's health,Menopausal support,,Menopausal support,Abnormal weight gain,1,0.008928571429,0.001187648456
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Meriva,Meriva,Abnormal weight gain,1,0.002325581395,0.001187648456
Conditions & formulations,Neurocognitive health & sleep,Mood support,,Mood support,Abnormal weight gain,1,0.006211180124,0.001187648456
Conditions & formulations,Gastrointestinal health,Motility support,,Motility support,Abnormal weight gain,1,0.001464128843,0.001187648456
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,NAD,NAD,Abnormal weight gain,1,0.02,0.001187648456
Conditions & formulations,"Eye, ear, nose, & throat health",Nasal & sinus support,,Nasal & sinus support,Abnormal weight gain,1,0.006944444444,0.001187648456
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,Nicotinamide riboside (NR),Nicotinamide riboside (NR),Abnormal weight gain,1,0.02941176471,0.001187648456
Herbal/Botanicals,Herbs,Olive leaf,,Olive leaf,Abnormal weight gain,1,0.01492537313,0.001187648456
Nutritional supplements,Hormones & glandulars,Glandulars,Other glandulars,Other glandulars,Abnormal weight gain,1,0.002976190476,0.001187648456
Vitamins & minerals,Minerals,Iodine,Other iodine,Other iodine,Abnormal weight gain,1,0.0243902439,0.001187648456
Nutritional supplements,Collagen & protein,Plant protein,Pea proteins,Pea proteins,Abnormal weight gain,1,0.125,0.001187648456
Animal health,Pet care,Pet health,,Pet health,Abnormal weight gain,1,0.03703703704,0.001187648456
Animal health,Pet care,Pet vitamins,,Pet vitamins,Abnormal weight gain,1,0.04347826087,0.001187648456
Vitamins & minerals,Minerals,Iodine,Potassium iodide,Potassium iodide,Abnormal weight gain,1,0.01041666667,0.001187648456
Nutritional supplements,Hormones & glandulars,Pregnenolone,,Pregnenolone,Abnormal weight gain,1,0.006172839506,0.001187648456
Conditions & formulations,Men's health,Prostate support,,Prostate support,Abnormal weight gain,1,0.006666666667,0.001187648456
Vitamins & minerals,Vitamins,Vitamin B6 (Pyridoxine),Pyridoxal 5'-phosphate (P5P),Pyridoxal 5'-phosphate (P5P),Abnormal weight gain,1,0.008474576271,0.001187648456
Herbal/Botanicals,Herbs,Rhodiola,,Rhodiola,Abnormal weight gain,1,0.006134969325,0.001187648456
Conditions & formulations,Immune & inflammatory health,Seasonal support,,Seasonal support,Abnormal weight gain,1,0.002638522427,0.001187648456
Vitamins & minerals,Minerals,Selenium,Selenomethionine,Selenomethionine,Abnormal weight gain,1,0.003412969283,0.001187648456
Conditions & formulations,Dermatological health,Skin Support,,Skin Support,Abnormal weight gain,1,0.006993006993,0.001187648456
Herbal/Botanicals,Herbs,Ashwagandha (Withania),Standard ashwagandha,Standard ashwagandha,Abnormal weight gain,1,0.001501501502,0.001187648456
Herbal/Botanicals,Herbs,Garlic (Allicin),Standard garlic,Standard garlic,Abnormal weight gain,1,0.006802721088,0.001187648456
Nutritional supplements,Amino acids,Base amino acids,Taurine,Taurine,Abnormal weight gain,1,0.01,0.001187648456
Vitamins & minerals,Vitamins,Vitamin E,Tocopherols,Tocopherols,Abnormal weight gain,1,0.009090909091,0.001187648456
Conditions & formulations,Genitourinary health,Urinary tract & bladder support,,Urinary tract & bladder support,Abnormal weight gain,1,0.007692307692,0.001187648456
Vitamins & minerals,Complexes & combos,Vitamin B12 & folate,,Vitamin B12 & folate,Abnormal weight gain,1,0.001831501832,0.001187648456
Vitamins & minerals,Vitamins,Vitamin B2 (Riboflavin),,Vitamin B2 (Riboflavin),Abnormal weight gain,1,0.006802721088,0.001187648456
Vitamins & minerals,Vitamins,Vitamin D,Vitamin D3 (Cholecalciferol),Vitamin D3 (Cholecalciferol),Abnormal weight gain,1,0.0006631299735,0.001187648456
Conditions & formulations,Women's health,Women's fertility support,,Women's fertility support,Abnormal weight gain,1,0.005464480874,0.001187648456
Vitamins & minerals,Minerals,Zinc,Zinc citrate,Zinc citrate,Abnormal weight gain,1,0.02941176471,0.001187648456
Nutritional supplements,Other metabolites & bioactive compounds,d-Ribose,,d-Ribose,Abnormal weight gain,1,0.07142857143,0.001187648456
Vitamins & minerals,Multivitamins & minerals,Multivitamins,,Multivitamins,Abnormal weight loss,11,0.01009174312,0.06832298137
Nutritional supplements,Collagen & protein,Collagen,Bovine collagen,Bovine collagen,Abnormal weight loss,8,0.0262295082,0.04968944099
Nutritional supplements,Amino acids,Amino compounds,Creatine,Creatine,Abnormal weight loss,7,0.00956284153,0.04347826087
Nutritional supplements,Other metabolites & bioactive compounds,Medical Foods,,Medical Foods,Abnormal weight loss,7,0.03125,0.04347826087
Nutritional supplements,Enzymes,Digestive enzymes,Other digestive enzymes,Other digestive enzymes,Abnormal weight loss,7,0.003284842797,0.04347826087
