CATEGORY_NAME,SUB_CATEGORY_NAME,ATTRIBUTE_NAME,SUB_ATTRIBUTE_NAME,LOWEST_TAXONOMY,HEALTH_INTEREST,HEALTH_AREA,REC_COUNT,SHARE_WITHIN_LOWEST_TAXONOMY,SHARE_WITHIN_HEALTH_INTEREST
Conditions & formulations,Immune & inflammatory health,Seasonal support,,Seasonal support,Abnormal lactation,Breast & Lactation Support,1,0.002610966057,0.02941176471
Conditions & formulations,Endocrine & hormonal health,Thyroid support,,Thyroid support,Abnormal lactation,Breast & Lactation Support,1,0.001322751323,0.02941176471
Vitamins & minerals,Complexes & combos,Vitamin B12 & folate,,Vitamin B12 & folate,Abnormal lactation,Breast & Lactation Support,1,0.001828153565,0.02941176471
Vitamins & minerals,Vitamins,Vitamin K,Vitamin K2 (Menaquinone) - MK4,Vitamin K2 (Menaquinone) - MK4,Abnormal lactation,Breast & Lactation Support,1,0.03846153846,0.02941176471
Herbal/Botanicals,Herbs,Berberis (Berberine),,Berberis (Berberine),Abnormal weight gain,Weight Management Support,130,0.04821958457,0.1538461538
Conditions & formulations,Cardiometabolic health,Weight management support,Healthy weight support,Healthy weight support,Abnormal weight gain,Weight Management Support,81,0.4576271186,0.09585798817
Conditions & formulations,Cardiometabolic health,Weight management support,GLP-1 nutrient support,GLP-1 nutrient support,Abnormal weight gain,Weight Management Support,55,0.2657004831,0.0650887574
Nutritional supplements,Prebiotics & fibers,Other prebiotics & fibers,,Other prebiotics & fibers,Abnormal weight gain,Weight Management Support,52,0.08280254777,0.06153846154
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria blends,Lacto-bifidobacteria blends,Abnormal weight gain,Weight Management Support,49,0.03365384615,0.05798816568
Nutritional supplements,Probiotics,Akkermansia,Akkermansia (single-strain),Akkermansia (single-strain),Abnormal weight gain,Weight Management Support,20,0.1123595506,0.02366863905
Conditions & formulations,"Antiox, detox, & cellular health",Detox support,,Detox support,Abnormal weight gain,Weight Management Support,18,0.03571428571,0.02130177515
Vitamins & minerals,Complexes & combos,Vitamin D & K,,Vitamin D & K,Abnormal weight gain,Weight Management Support,16,0.002767687251,0.01893491124
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Abnormal weight gain,Weight Management Support,14,0.004742547425,0.01656804734
Nutritional supplements,Probiotics,Bacillus (Spore-based),Bacillus blends,Bacillus blends,Abnormal weight gain,Weight Management Support,14,0.02564102564,0.01656804734
Conditions & formulations,Neurocognitive health & sleep,Stress support,,Stress support,Abnormal weight gain,Weight Management Support,14,0.01348747592,0.01656804734
Nutritional supplements,Amino acids,Amino compounds,Creatine,Creatine,Abnormal weight gain,Weight Management Support,13,0.01766304348,0.01538461538
Nutritional supplements,Omegas & other fatty acids,Fish oil,Balanced EPA/DHA,Balanced EPA/DHA,Abnormal weight gain,Weight Management Support,12,0.004521477016,0.01420118343
Conditions & formulations,Cardiometabolic health,Lipid support,,Lipid support,Abnormal weight gain,Weight Management Support,12,0.03592814371,0.01420118343
Vitamins & minerals,Multivitamins & minerals,Multivitamins,,Multivitamins,Abnormal weight gain,Weight Management Support,11,0.01002734731,0.01301775148
Nutritional supplements,Collagen & protein,Plant protein,Other plant proteins,Other plant proteins,Abnormal weight gain,Weight Management Support,11,0.1929824561,0.01301775148
Conditions & formulations,Cardiometabolic health,Blood sugar support,,Blood sugar support,Abnormal weight gain,Weight Management Support,9,0.01782178218,0.01065088757
Nutritional supplements,Omegas & other fatty acids,Fish oil,EPA-dominant,EPA-dominant,Abnormal weight gain,Weight Management Support,9,0.006849315068,0.01065088757
Herbal/Botanicals,Phytonutrients,Indoles & sulphoraphane,,Indoles & sulphoraphane,Abnormal weight gain,Weight Management Support,9,0.02387267905,0.01065088757
Nutritional supplements,Collagen & protein,Whey & animal protein,Whey isolate,Whey isolate,Abnormal weight gain,Weight Management Support,9,0.1607142857,0.01065088757
Nutritional supplements,Amino acids,Amino compounds,Carnitine,Carnitine,Abnormal weight gain,Weight Management Support,8,0.05095541401,0.009467455621
Nutritional supplements,Probiotics,Other probiotic species,,Other probiotic species,Abnormal weight gain,Weight Management Support,8,0.1025641026,0.009467455621
Conditions & formulations,Endocrine & hormonal health,Thyroid support,,Thyroid support,Abnormal weight gain,Weight Management Support,8,0.01058201058,0.009467455621
Conditions & formulations,Gastrointestinal health,GI lining support,,GI lining support,Abnormal weight gain,Weight Management Support,7,0.006416131989,0.008284023669
Nutritional supplements,Enzymes,Digestive enzymes,Other digestive enzymes,Other digestive enzymes,Abnormal weight gain,Weight Management Support,7,0.003267973856,0.008284023669
Nutritional supplements,Probiotics,Akkermansia,Akkermansia blends,Akkermansia blends,Abnormal weight gain,Weight Management Support,6,0.075,0.007100591716
Vitamins & minerals,Minerals,Chromium,Chromium picolinate,Chromium picolinate,Abnormal weight gain,Weight Management Support,6,0.046875,0.007100591716
Conditions & formulations,"Antiox, detox, & cellular health",Liver/hepatic support,,Liver/hepatic support,Abnormal weight gain,Weight Management Support,6,0.01127819549,0.007100591716
Herbal/Botanicals,Herbs,Maca (Lepidium),,Maca (Lepidium),Abnormal weight gain,Weight Management Support,6,0.03550295858,0.007100591716
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol,Myo-inositol,Abnormal weight gain,Weight Management Support,6,0.01117318436,0.007100591716
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol + d-chiro,Myo-inositol + d-chiro,Abnormal weight gain,Weight Management Support,6,0.007832898172,0.007100591716
Herbal/Botanicals,Phytonutrients,Flavonoids,Other flavonoids,Other flavonoids,Abnormal weight gain,Weight Management Support,6,0.03797468354,0.007100591716
Nutritional supplements,Amino acids,Peptides,Other peptides,Other peptides,Abnormal weight gain,Weight Management Support,6,0.01612903226,0.007100591716
Nutritional supplements,Prebiotics & fibers,Psyllium husk,,Psyllium husk,Abnormal weight gain,Weight Management Support,6,0.02127659574,0.007100591716
Conditions & formulations,Endocrine & hormonal health,Hormone balance support,,Hormone balance support,Abnormal weight gain,Weight Management Support,5,0.02415458937,0.005917159763
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Abnormal weight gain,Weight Management Support,5,0.001257229067,0.005917159763
Nutritional supplements,Amino acids,Amino compounds,Other amino acids,Other amino acids,Abnormal weight gain,Weight Management Support,5,0.0146627566,0.005917159763
Nutritional supplements,Collagen & protein,Collagen,Other collagens,Other collagens,Abnormal weight gain,Weight Management Support,5,0.03048780488,0.005917159763
Vitamins & minerals,Multivitamins & minerals,Women's multivitamins,,Women's multivitamins,Abnormal weight gain,Weight Management Support,5,0.02645502646,0.005917159763
Nutritional supplements,Collagen & protein,Collagen,Bovine collagen,Bovine collagen,Abnormal weight gain,Weight Management Support,4,0.01302931596,0.004733727811
Herbal/Botanicals,Phytonutrients,Flavonoids,Citrus bioflavonoids,Citrus bioflavonoids,Abnormal weight gain,Weight Management Support,4,0.009478672986,0.004733727811
Conditions & formulations,Neurocognitive health & sleep,Cognitive support,,Cognitive support,Abnormal weight gain,Weight Management Support,4,0.01173020528,0.004733727811
Nutritional supplements,Hormones & glandulars,DHEA,,DHEA,Abnormal weight gain,Weight Management Support,4,0.004098360656,0.004733727811
Nutritional supplements,Amino acids,Amino compounds,N-acetyl-cysteine (NAC),N-acetyl-cysteine (NAC),Abnormal weight gain,Weight Management Support,4,0.004158004158,0.004733727811
Conditions & formulations,Endocrine & hormonal health,Adrenal support,,Adrenal support,Abnormal weight gain,Weight Management Support,3,0.002054794521,0.003550295858
Nutritional supplements,Other metabolites & bioactive compounds,Alpha lipoic acid (ALA),,Alpha lipoic acid (ALA),Abnormal weight gain,Weight Management Support,3,0.007299270073,0.003550295858
Homeopathy,Homeopathic remedies,GI support (Homeopathic),,GI support (Homeopathic),Abnormal weight gain,Weight Management Support,3,0.0447761194,0.003550295858
Herbal/Botanicals,Phytonutrients,Flavonoids,Green tea catechins,Green tea catechins,Abnormal weight gain,Weight Management Support,3,0.05357142857,0.003550295858
Nutritional supplements,Prebiotics & fibers,Guar gum,,Guar gum,Abnormal weight gain,Weight Management Support,3,0.008356545961,0.003550295858
Nutritional supplements,Other metabolites & bioactive compounds,Medical Foods,,Medical Foods,Abnormal weight gain,Weight Management Support,3,0.01339285714,0.003550295858
Conditions & formulations,Gastrointestinal health,Microbial support,,Microbial support,Abnormal weight gain,Weight Management Support,3,0.002177068215,0.003550295858
Vitamins & minerals,Minerals,Magnesium,Other magnesium,Other magnesium,Abnormal weight gain,Weight Management Support,3,0.002132196162,0.003550295858
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Other vitamin B12,Other vitamin B12,Abnormal weight gain,Weight Management Support,3,0.008720930233,0.003550295858
Conditions & formulations,Endocrine & hormonal health,Pancreatic support,,Pancreatic support,Abnormal weight gain,Weight Management Support,3,0.03260869565,0.003550295858
Nutritional supplements,Probiotics,Saccharomyces,,Saccharomyces,Abnormal weight gain,Weight Management Support,3,0.007263922518,0.003550295858
Herbal/Botanicals,Herbs,Saffron,,Saffron,Abnormal weight gain,Weight Management Support,3,0.01796407186,0.003550295858
Herbal/Botanicals,Phytonutrients,Flavonoids,Anthocyanins,Anthocyanins,Abnormal weight gain,Weight Management Support,2,0.009661835749,0.002366863905
Nutritional supplements,Probiotics,Bacillus (Spore-based),Bacillus (single-strain),Bacillus (single-strain),Abnormal weight gain,Weight Management Support,2,0.04081632653,0.002366863905
Nutritional supplements,Enzymes,Digestive enzymes,Bile,Bile,Abnormal weight gain,Weight Management Support,2,0.01162790698,0.002366863905
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,Butyrate,Butyrate,Abnormal weight gain,Weight Management Support,2,0.01307189542,0.002366863905
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,CLA,CLA,Abnormal weight gain,Weight Management Support,2,0.3333333333,0.002366863905
Conditions & formulations,Neurocognitive health & sleep,Calming support,,Calming support,Abnormal weight gain,Weight Management Support,2,0.002928257687,0.002366863905
Conditions & formulations,Cardiometabolic health,Cardiovascular support,,Cardiovascular support,Abnormal weight gain,Weight Management Support,2,0.008968609865,0.002366863905
Nutritional supplements,Other metabolites & bioactive compounds,CoQ10,,CoQ10,Abnormal weight gain,Weight Management Support,2,0.002656042497,0.002366863905
Herbal/Botanicals,Herbs,Gymnema,,Gymnema,Abnormal weight gain,Weight Management Support,2,0.06451612903,0.002366863905
Homeopathy,Homeopathic remedies,Hormone support (Homeopathic),,Hormone support (Homeopathic),Abnormal weight gain,Weight Management Support,2,0.2,0.002366863905
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Methylcobalamin,Methylcobalamin,Abnormal weight gain,Weight Management Support,2,0.003724394786,0.002366863905
Vitamins & minerals,Multivitamins & minerals,Multiminerals,,Multiminerals,Abnormal weight gain,Weight Management Support,2,0.007751937984,0.002366863905
Conditions & formulations,Neurocognitive health & sleep,Nervous system support,,Nervous system support,Abnormal weight gain,Weight Management Support,2,0.0198019802,0.002366863905
Nutritional supplements,Collagen & protein,Whey & animal protein,Other animal proteins,Other animal proteins,Abnormal weight gain,Weight Management Support,2,0.06060606061,0.002366863905
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Other greens & superfoods,Other greens & superfoods,Abnormal weight gain,Weight Management Support,2,0.01176470588,0.002366863905
Herbal/Botanicals,Phytonutrients,Resveratrol,,Resveratrol,Abnormal weight gain,Weight Management Support,2,0.01515151515,0.002366863905
Nutritional supplements,Hormones & glandulars,Glandulars,Thyroid glandulars,Thyroid glandulars,Abnormal weight gain,Weight Management Support,2,0.01923076923,0.002366863905
Homeopathy,Homeopathic remedies,Weight management (Homeopathic),,Weight management (Homeopathic),Abnormal weight gain,Weight Management Support,2,0.5,0.002366863905
Nutritional supplements,Collagen & protein,Whey & animal protein,Whey concentrate,Whey concentrate,Abnormal weight gain,Weight Management Support,2,0.1111111111,0.002366863905
Nutritional supplements,Probiotics,Women's probiotics,,Women's probiotics,Abnormal weight gain,Weight Management Support,2,0.004282655246,0.002366863905
Vitamins & minerals,Minerals,Zinc,Zinc bisglycinate,Zinc bisglycinate,Abnormal weight gain,Weight Management Support,2,0.007490636704,0.002366863905
Nutritional supplements,Amino acids,Base amino acids,5-HTP,5-HTP,Abnormal weight gain,Weight Management Support,1,0.005813953488,0.001183431953
Homeopathy,Homeopathic remedies,Adrenal support (Homeopathic),,Adrenal support (Homeopathic),Abnormal weight gain,Weight Management Support,1,0.03225806452,0.001183431953
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Aloe,Aloe,Abnormal weight gain,Weight Management Support,1,0.005586592179,0.001183431953
Conditions & formulations,"Antiox, detox, & cellular health",Antioxidant support,,Antioxidant support,Abnormal weight gain,Weight Management Support,1,0.01492537313,0.001183431953
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Apple cider vinegar,Apple cider vinegar,Abnormal weight gain,Weight Management Support,1,0.025,0.001183431953
Nutritional supplements,Amino acids,Amino compounds,Betaine HCl,Betaine HCl,Abnormal weight gain,Weight Management Support,1,0.004587155963,0.001183431953
Vitamins & minerals,Vitamins,Vitamin C,Buffered C (Ascorbates),Buffered C (Ascorbates),Abnormal weight gain,Weight Management Support,1,0.002421307506,0.001183431953
Vitamins & minerals,Minerals,Calcium,Calcium citrate,Calcium citrate,Abnormal weight gain,Weight Management Support,1,0.008,0.001183431953
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,Caprylate,Caprylate,Abnormal weight gain,Weight Management Support,1,0.01785714286,0.001183431953
Conditions & formulations,Children's health,Children's growth support,,Children's growth support,Abnormal weight gain,Weight Management Support,1,0.0303030303,0.001183431953
Nutritional supplements,Omegas & other fatty acids,Children's omegas,,Children's omegas,Abnormal weight gain,Weight Management Support,1,0.01020408163,0.001183431953
Nutritional supplements,Probiotics,Children's probiotics,,Children's probiotics,Abnormal weight gain,Weight Management Support,1,0.008849557522,0.001183431953
Vitamins & minerals,Minerals,Chromium,Chromium polynicotinate,Chromium polynicotinate,Abnormal weight gain,Weight Management Support,1,0.03225806452,0.001183431953
Herbal/Botanicals,Herbs,Cinnamon,,Cinnamon,Abnormal weight gain,Weight Management Support,1,0.02083333333,0.001183431953
Nutritional supplements,Omegas & other fatty acids,Fish oil,Cod liver oil,Cod liver oil,Abnormal weight gain,Weight Management Support,1,0.006578947368,0.001183431953
Herbal/Botanicals,Herbs,Cohosh,,Cohosh,Abnormal weight gain,Weight Management Support,1,0.01219512195,0.001183431953
Nutritional supplements,Amino acids,Peptides,Colostrum & immunoglobulins,Colostrum & immunoglobulins,Abnormal weight gain,Weight Management Support,1,0.002136752137,0.001183431953
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Curcumin C3,Curcumin C3,Abnormal weight gain,Weight Management Support,1,0.005586592179,0.001183431953
Nutritional supplements,Omegas & other fatty acids,Fish oil,DHA-dominant,DHA-dominant,Abnormal weight gain,Weight Management Support,1,0.004032258065,0.001183431953
Homeopathy,Homeopathic remedies,Detox support (Homeopathic),,Detox support (Homeopathic),Abnormal weight gain,Weight Management Support,1,0.03703703704,0.001183431953
Conditions & formulations,Gastrointestinal health,Digestive support,,Digestive support,Abnormal weight gain,Weight Management Support,1,0.003164556962,0.001183431953
Conditions & formulations,"Antiox, detox, & cellular health",Energy support,,Energy support,Abnormal weight gain,Weight Management Support,1,0.02702702703,0.001183431953
Conditions & formulations,Endocrine & hormonal health,Estrogen support,,Estrogen support,Abnormal weight gain,Weight Management Support,1,0.01639344262,0.001183431953
Conditions & formulations,Musculoskeletal health & sport/exercise,Exercise & recovery support,,Exercise & recovery support,Abnormal weight gain,Weight Management Support,1,0.01724137931,0.001183431953
Conditions & formulations,Gastrointestinal health,Gallbladder support,,Gallbladder support,Abnormal weight gain,Weight Management Support,1,0.004132231405,0.001183431953
Nutritional supplements,Amino acids,Peptides,Glutathione,Glutathione,Abnormal weight gain,Weight Management Support,1,0.003048780488,0.001183431953
